Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
CON-CMD-002,Command input,As an operator I type a command and submit with Enter.,Trims input; empty no-ops; logs cmd then after 650ms evaluating→card; clears field; auto-focus after boot; aria-label command.,Whitespace; slash prefix stripped in cardFor; offline gate.,SUITE-CON-CMD-002: trim; empty; slash; focus; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F05.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-003,Click-to-focus prompt,As an operator I click the page and the prompt focuses.,Root div onClick focuses inputRef; command buttons stopPropagation.,Click on pickable row still focuses after pick.,SUITE-CON-CMD-003: focus on page click; see qa/monorepo-test-cases.csv,Tested,0,low,Apps. Old F27.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-004,help,As an operator I type help and see every command I can run.,cardFor help rows: now todo plan brief api pgeon refine turn save compound qa ralph scene go feel do offline wake clear. Scene curious/wave/dock.,Missing aliases in rows vs accepted verbs.,SUITE-CON-CMD-004: row set matches cardFor verbs; see qa/monorepo-test-cases.csv,Tested,0,low,Apps. Old F11 expanded.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-005,now / overview,As an operator I ask now and see live version and saved work.,Fields live=LEDGER.published next=candidate unpublished saved=captures. Scene focused/read/desk.,LEDGER stale vs CHANGELOG; overview alias.,SUITE-CON-CMD-005: fields; overview alias; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F06. LEDGER is fixture copy.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-006,todo,As an operator I ask todo and see jobs that need me.,Rows = schedule().map title. Scene worried/read/desk.,Empty schedule; titles not buttons (inspect via name).,SUITE-CON-CMD-006: rows from schedule; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F07.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-007,plan / gantt,As an operator I ask plan and see jobs by dependency.,gantt: schedule(); Gantt component; click bar → findBlocker inspect. Scene focused/point/desk.,Cycle deps; horizon; short aliases gantt.,SUITE-CON-CMD-007: schedule bars; click inspect; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F09.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-008,Schedule engine,As an operator the chart orders work by deps.,blockers.schedule: earliest=max(dep.end); critical on longest path; cycles return 0.,Empty list; missing dep skipped.,SUITE-CON-CMD-008: unit blockers.test.ts; see qa/monorepo-test-cases.csv,Tested,0,high,Pure lib. Old F29.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-009,Job inspect (blocker),As an operator I name a job or click a bar and read why.,findBlocker by id/title; shows days start ready/waits on; scene determined or worried.,Substring greedy matches.,SUITE-CON-CMD-009: id and title lookup; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F16.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-010,look / service inspect,As an operator I name a machine part and read its job.,SERVICES api/web/postgres; look X or service id/label; default SERVICES[0]; scene curious/scan/archives.,Substring; empty look.,SUITE-CON-CMD-010: findService; look fallback; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F10/F18.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-011,offline / sleep,As an operator I put him to sleep or lose network.,offline|sleep sets offline; scene sleepy/sleep/nightwatch; other cmds refused; navigator.onLine false also.,wake while navigator offline stays offline.,SUITE-CON-CMD-011: sleep gate; navigator sync; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F12. reconnect accepted as wake alias in UI.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-012,wake / online / reconnect,As an operator I type wake and he returns if network up.,wake|online|reconnect clears simulated offline unless navigator offline; scene alert/wave/dock.,Actually offline navigator.,SUITE-CON-CMD-012: aliases; navigator gate; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F13 + reconnect now wired.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-013,clear,As an operator I clear the transcript.,cardFor clear → title __clear__; UI empties lines and resets DEFAULT_SCENE. Offline gate blocks before cardFor.,Clear while offline blocked.,SUITE-CON-CMD-013: clears log+scene; see qa/monorepo-test-cases.csv,Tested,0,low,Apps. Old F14.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-014,Unknown command,As an operator I type garbage and get an error card.,title Unknown command; bottom Use help.; scene confused/shakeHead/gate.,afterCommand legacy face paths.,SUITE-CON-CMD-014: copy + scene; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F15.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-SCENE-001,scene catalog command,As an operator I ask scene and see feel/do/go vocab from kit.,"cardFor scene: fields feel/do/go joined catalog ids; rows feel proud / do scan / go archives; bottom AI drives {emotion,action,stage,line}.",Empty catalogs if registerFromKit failed (boot throw).,SUITE-CON-SCENE-001: catalog ids ⊂ kit; SUITE-CON-SCENE-001 source verbs asserted via CON-SCENE-005; see qa/monorepo-test-cases.csv,Tested,0,high,Apps habitat command — was missing from Aug F-register.,2026-09-25
CON-SCENE-002,feel <emotion>,As an operator I set banner emotion from the suite.,No arg → list feel {id}; unknown → Unknown emotion Use scene.; known → apply emotion idle action line=id.,Typos; muted-tone emotions.,SUITE-CON-SCENE-002: list/unknown/apply; SUITE-CON-SCENE-002 source verbs asserted via CON-SCENE-005; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Kit emotion ids only.,2026-09-25
CON-SCENE-003,do <action>,As an operator I set banner action from the suite.,No arg → list; unknown → Unknown action; known → scene action=arg.,Typos; motion CSS side effects.,SUITE-CON-SCENE-003: list/unknown/apply; SUITE-CON-SCENE-003 source verbs asserted via CON-SCENE-005; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Kit action ids.,2026-09-25
CON-SCENE-004,go <stage>,As an operator I walk the banner to a place.,No arg → list go {id}; unknown → Unknown place; known → stage+walk+determined + heading line.,Rapid go; archives never in legacyFaceBridge (ok).,SUITE-CON-SCENE-004: list/unknown/walk; SUITE-CON-SCENE-004 source verbs asserted via CON-SCENE-005; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Kit stage ids. START chip 'go'.,2026-09-25
CON-SCENE-005,registerFromKit / SceneIntent runtime,As Apps I load habitat catalogs from kit and apply intents.,scene.ts imports kit/scene.json; registerFromKit seeds emotions/actions/stages; STAGE_WIDTH===kit; registerEmotion/Action/Stage overlays; applyIntent/sceneFromIntent/LEGACY_INTENT/intentFromCommand/composeLockup; fallbacks curious/wait/keep-current.,Dual STAGE_SEED forbidden (kit-align); Casque forbidden.,SUITE-CON-SCENE-005 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,critical,Consumer of kit — not kit ownership. KIT-DEP-001 sibling.,2026-09-25
CON-SCENE-006,Mood after command (evaluating hold),As an operator I see evaluating then a result face/scene.,run(): evaluatingIntent 650ms then intentFromCommand; holdMs or 1400 confused/worried else 1800 then idle keeping emotion/line.,Unknown→confused; offline path skips.,SUITE-CON-SCENE-006: timing; hold; listening while typing; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F19 + listeningIntent asking.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-UI-001,Reduced motion,As an operator who prefers less motion I skip boot wait and snap travel.,matchMedia prefers-reduced-motion:reduce → boot 6; Banner reduce snaps actor/camera; CSS animations host-owned.,Toggle mid-session not live-bound beyond boot effect.,SUITE-CON-UI-001: reduce boot+banner; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F21.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-UI-002,Theme tokens,As an operator I see Hubzz dark surfaces and purple accent.,styles.css / @theme: bg #0E0F12 fg mono IBM Plex accent purple family.,Missing @theme breaks utilities.,SUITE-CON-UI-002: token presence; see qa/monorepo-test-cases.csv,Tested,0,critical,Apps/Linear quality bar. Old F22.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-UI-003,Mobile layout,As an operator on a phone I use the terminal without horizontal scroll.,h-dvh max-w-2xl; gantt stacks; 390px no overflow-x expected.,Day headers under sm.,SUITE-CON-UI-003: 390px smoke; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps/Linear. Old F28.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-UI-004,Pigeon guest mark,As an operator I see a small ASCII pigeon when pgeon cards carry bird.,Pigeon 2-line mark in hero; pose from lastCard.bird; leaves when no bird; reduce holds frame 0.,Non-pgeon cards clear bird.,SUITE-CON-UI-004: pose mapping; unmount; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F35. Guest — not the Mininja mark.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-UI-005,Refine badge,As an operator I see refine in the hero while refine is on.,refineOn() → text-mini text-warn 'refine' top-right.,Toggle off removes.,SUITE-CON-UI-005: badge visibility; see qa/monorepo-test-cases.csv,Tested,0,low,Apps.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-001,Plugin dispatch,As an operator programs are modular and stream-aware.,PROGRAMS=[pgeon refine compound qa turn save ralph brief]; dispatchProgram by head name; card.stream → write().,Unknown program falls through to cardFor builtins.,SUITE-CON-PLUG-001: dispatch order; stream write; see qa/monorepo-test-cases.csv,Tested,0,high,Apps.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-002,pgeon verified answers,As an operator I run pgeon and see votes cannot mint a best.,Verbs: open/best/<qid> ask vote reset. best gates; vote records; ask empty→denied; faces allowed/sandbox/denied; session store.,Unknown verb error; reset restores seed.,SUITE-CON-PLUG-002: best/vote/ask/reset; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F33.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-003,refine toggle,As an operator I turn prompt refinement on/off.,Bare toggles; on/off/reset; hero badge; fitness not verified best.,Unknown verbs error.,SUITE-CON-PLUG-003: on/off/toggle/reset; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F34.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-004,turn fitness pick,As an operator I run one fitness pick only when refine is on.,refine off → denied + ask refine on; on → ranks candidates streams lead prompt; warning face; does not write pgeon ledger.,Empty seed; extra verbs ignored.,SUITE-CON-PLUG-004: gate; stream; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F38.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-005,save stream,As an operator I keep last output for next program.,save keeps peek as sN; list; id inspect; reset clears; empty denied. Session only.,pgeon ask s1 compound path.,SUITE-CON-PLUG-005: keep/list/reset; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F39.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-006,compound sidecar,As an operator I run the sidecar loop without growing another program.,Default sidecar card; reset restores seed; progress/coverage/modules.,Decision terminate → completed face.,SUITE-CON-PLUG-006: sidecar/reset; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F36.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-007,qa register program,As an operator I run qa and read the feature register.,qa/help/discover/tests/run/next → sidecar; defects; Fnn inspect. Reads plugins/qa/features.json + defects.json.,JSON drift vs csv → false coverage.,SUITE-CON-PLUG-007: discover/inspect/defects; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F37. Risk: register/JSON drift — docs/tests fix preferred.; source-level Phase3 (no Selenium/UI rewrite) · Apps fixed a34f103; Phase5 regress green.,2026-09-25
CON-PLUG-008,ralph loop,As an operator I see ongoing work as gate-verified items.,Public build empty items[]; status counts; inspect id; local .ralph gitignored.,No agent attached.,SUITE-CON-PLUG-008: empty fixture status; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F40.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PLUG-009,brief compile,As an operator I read fact/source/open loop as one stream.,compile ledger+saved+plan/ralph remaining; markdown stream; save keeps; does not promote source→fact.,Empty save list.,SUITE-CON-PLUG-009: compile shapes; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F41.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-AUTH-001,Auth enable/disable & OAuth sign-in,As a deployer I configure federated sign-in via env only.,VITE_AUTH_ENABLED=false disables; else Better Auth + GROK_AUTH_* OAuth; signIn oauth2 or preview popup bearer; SESSION_TOKEN_COOKIE __Host-grok-auth.session_token. No secrets in tree.,Preview secrets; missing DATABASE_URL→pglite; same-site assert.,SUITE-CON-AUTH-001: authConfigured branches; login buttons; see qa/monorepo-test-cases.csv,Tested,0,high,Apps/security. Report-only.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-AUTH-002,Auth gates & UserButton,As a UI author I gate children on session.,SignedIn/SignedOut/RedirectToSignIn/UserButton in gates.tsx; useCurrentUser.,Pending state flicker.,SUITE-CON-AUTH-002: gate render branches; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Home currently ungated.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-AUTH-003,Auth middleware & isolation,As a server fn author I require user id and same-site.,authMiddleware + requireUserId + assertSameSiteRequest; UnauthorizedError / CrossSiteRequestError.,Bearer vs cookie; top-level GET exempt.,SUITE-CON-AUTH-003: middleware rejects cross-site; see qa/monorepo-test-cases.csv,Tested,0,high,Apps/security.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-AUTH-004,Email/password local toggle,As a local developer I may enable email/password via flag file.,email-password.ts flag only — not env plugin; documented in server.ts.,Accidental enable in prod.,SUITE-CON-AUTH-004: flag default off; see qa/monorepo-test-cases.csv,Tested,0,low,Apps.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-AUTH-005,DB migrate & pglite/Postgres,As a deployer I persist auth in Postgres or local pglite.,db.ts + migrations/0001_auth.sql; DATABASE_URL→Postgres else pglite; npm run db:migrate on build.,Migrate fail blocks build.,SUITE-CON-AUTH-005: migrate script; dialect branch; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-PREV-001,Preview host bridge,As a live-preview host I bridge postMessage auth/token hooks.,PreviewHostBridge installs installPreviewHostBridge in __root; popup token path for preview iframes.,Non-preview no-op; malformed messages ignored.,SUITE-CON-PREV-001: install idempotent; ignore bad msgs; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps/preview infra.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-MP-001,P2P multiplayer library,As a future host I can open a WebRTC room via P2PRoom.,multiplayer/p2p.ts exports P2PRoom + defaultIceServers; signals offer/answer/ice; expects /api/rtc host. Not wired into Mininja UI routes.,No /api/rtc in console routes yet.,SUITE-CON-MP-001: class constructs; no UI mount assert; see qa/monorepo-test-cases.csv,Tested,0,low,Deferred product — library only. Flag Apps if wiring. Not orphaned: documented export.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-TOOL-001,kit-align consumer gate,As a maintainer I fail CI/local if console forks kit numbers or names Casque.,"console/scripts/kit-align.mjs asserts STAGE_WIDTH, anchorRatio, registerFromKit, no STAGE_SEED/EMOTION_SEED/ACTION_SEED, no Casque. npm test runs it first.",Console absent N/A (script lives in console).,SUITE-CON-TOOL-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,critical,Docs/tests. Sibling of KIT-VAL-001.,2026-09-25
CON-TOOL-002,brand-check / browser-smoke,As a maintainer I gate share-card / browser smoke heuristics.,brand-check.mjs MAX_CARD_BYTES 600KB; og:type x:game detector for canvas apps; browser-guard URL allowlist; browser-smoke.mjs.,Buddy app may not be canvas — warnings vs fails.,SUITE-CON-TOOL-002: unit brand-check.test.mjs; see qa/monorepo-test-cases.csv,Tested,0,low,Apps tooling.,2026-09-25
CON-TOOL-003,console unit + e2e runners,As a maintainer I run console tests.,npm test: kit-align + scripts tests + src lib/plugin tests; npm run test:e2e → qa/e2e.mjs.,Missing playwright/deps.,SUITE-CON-TOOL-003: npm test green subset; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps QA.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-RET-001,Retired: feature pause,As an operator I do not see a fake feature clock.,pause/freeze unknown.,—,SUITE-CON-RET-001: unknown,Retired,0,low,Old F08.,
CON-RET-002,Retired: loop inspect,As an operator loop table is gone.,No findLoop.,—,SUITE-CON-RET-002: unknown,Retired,0,low,Old F17.,
CON-RET-003,Retired: status verb,As an operator status is not a verb.,Unknown command.,—,SUITE-CON-RET-003: unknown,Retired,0,low,Old F31.,
CON-DEF-001,Deferred: PWA install chrome,As an operator I might install the page.,Public tree ships favicon/og only; install chrome not included.,—,SUITE-CON-DEF-001: no manifest install,Deferred,0,low,Old F32.,2026-09-25
ADP-MARK-001,from-kit linesFor / lockup / mergeMark,As a port author I read kit faces into 3-line lockups with facing-wins.,"mergeMark deep-merges faces; linesFor(face,facing) desired facing wins over mirrored storage; unknown→idle; lockup joins lines.",Eyes-only overlay; loadingLeft+right→canonical body.,SUITE-ADP-MARK-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,critical,Ports. KIT-DEP-002/005. Do not invent new exports.,2026-09-25
ADP-MARK-002,lockup.mjs Node convenience,As a CLI host I import lockup without passing kit.,Reads kit/mark.json via node:fs; re-exports listFaces/hasFace/linesFor/lockup/mergeMark/kit.,Browser must not import (fs).,SUITE-ADP-MARK-002: listFaces ⊂ mark.faces; see qa/monorepo-test-cases.csv,Tested,0,high,Ports.,2026-09-25
ADP-ANSI-001,ANSI color lockup,As a terminal host I print tone-colored faces.,ansiLockup/ansiLockupFromKit colorize via moodColorsUiOnly tones; facing passthrough; color=false plain.,Unknown tone→idle ANSI; unknown face→idle lines.,SUITE-ADP-ANSI-001: tones; plain flag; facing; see qa/monorepo-test-cases.csv,Tested,0,high,Ports. UI-only mood — mark fill stays monochrome semantically.,2026-09-25
ADP-REACT-001,React <Mininja> presentational,As a React host I render kit lines in a <pre> with data-* seams.,Props: lines required; face/stage/action/motion/facing/reducedMotion; aria-label 'Mininja mark'; data-face/facing/stage/action/motion/state; no kit load; no motion engine.,Omit empty stage/action/motion from DOM.,SUITE-ADP-REACT-001: DOM attrs; alt text; no fs; see qa/monorepo-test-cases.csv,Tested,0,critical,Ports. Linear-minimal presentational.,2026-09-25
ADP-PRES-001,presenceAttrs + CSS working slots,As a presence host I emit data-motion/state from kit action ids.,presenceAttrs defaults face idle facing right; motion falls back to action; chipCopy/rosterCopy truncate host labels; presence.css keys subset of action ids.,Inventing orbit/searching parallel table = defect→Ports.,SUITE-ADP-PRES-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,high,Ports. Recipe-compatible seams.,2026-09-25
ADP-DOC-001,adapters README ladder,As a porter I read adapters/README for Unix filter roles.,adapters/README + per-adapter README narrate mark→faces→scoot→scene; no Casque; point at kit SoT.,Doc inventing constants.,SUITE-ADP-DOC-001: kit pointers; no Casque; see qa/monorepo-test-cases.csv,Tested,0,medium,Docs. Flag Ports if craft drift.,2026-09-25
EX-CLI-001,cli-banner.sh first face,As a stranger I print a face in ~60s.,./examples/cli-banner.sh [face] [--facing] [-p] [--list]; idle printf fallback without Node; moods need Node+ANSI.,Unknown face; no Node.,SUITE-EX-CLI-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,high,Porter onboarding.,2026-09-25
EX-BADGE-001,readme-badge.md copy-paste,As a README author I paste the idle lockup.,examples/readme-badge.md ships canonical idle monospace block; mascot unnamed.,Editing badge to name mascot.,SUITE-EX-BADGE-001: 3 lines; no Casque; see qa/monorepo-test-cases.csv,Tested,0,low,Docs surface.,2026-09-25
EX-REMIX-001,remix overlay without console fork,As a porter I overlay faces/speeds via mergeMark.,print-face.mjs + mark-overlay.json + scene-overlay.json; wink eyes-only; --motion compares speeds; --ansi/--facing/--list.,Missing overlay file.,SUITE-EX-REMIX-001: wink derives lines; motion diff; see qa/monorepo-test-cases.csv,Tested,0,high,Ports examples.,2026-09-25
EX-REACT-001,react preview.mjs DOM contract,As a host I see the <pre> contract without React install.,preview.mjs prints attrs for face/stage/action/motion/facing; --list.,Invalid face.,SUITE-EX-REACT-001: attr emission; see qa/monorepo-test-cases.csv,Tested,0,high,Ports examples.,2026-09-25
EX-PRES-001,presence preview slots+chip+roster,As a host I prove working slots + Messaged chip + sidebar roster.,preview.mjs text/html; --list-actions; --peer/--agent/--fg/--row-fg truncation; kit action ids only.,Long names truncate with ellipsis.,SUITE-EX-PRES-001: four regions; list-actions ⊂ kit; see qa/monorepo-test-cases.csv,Tested,0,high,Ports examples. Linear-bar presence chrome.,2026-09-25
EX-DOC-001,examples README ladder,As a stranger I follow examples/README to first face.,Table of paths; Node vs no-Node; presence ladder pointer to PORTING; mascot unnamed.,Broken script paths.,SUITE-EX-DOC-001: scripts executable; no Casque; see qa/monorepo-test-cases.csv,Tested,0,medium,Docs.,2026-09-25
BOT-LAUNCH-001,mininja launcher + local HTTP UI,As a Mac operator I run ./mininja and open the launcher UI.,./mininja starts server.py on 127.0.0.1:8787 (or next free); serves static/index.html; IBM Plex Mono local fonts. Deferred product call whether UI stays beside console — keep UI.,Port busy; no display.,SUITE-BOT-LAUNCH-001: health endpoint; index 200; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Optional Mac launcher.,2026-09-25
BOT-CLI-001,CLI cmd/tint/check/install-app,As an operator I run one-shot CLI.,./mininja cmd <program> → JSON card; tint <name> → #rrggbb; check → ALL GATES PASS; scripts/install-app.sh optional .app.,Unknown cmd; missing grok binary.,SUITE-BOT-CLI-001: cmd now; tint stable; check gates; see qa/monorepo-test-cases.csv,Tested,0,high,Apps.,2026-09-25
BOT-API-001,REST/SSE API surface,As the static UI I talk to local APIs.,GET /api/state /api/health /api/events(SSE) /api/console; POST /api/cmd /api/bots /api/bots/:id/tasks /api/bots/:id/stop; PATCH/DELETE /api/bots/:id.,404 unknown; task fail 400.,SUITE-BOT-API-001: health shape; cmd now; CRUD bot; see qa/monorepo-test-cases.csv,Tested,0,critical,Apps.,2026-09-25
BOT-UI-001,Teammate sidebar + console mode,As an operator I pick console or a named teammate.,static UI: bots list + console pseudo-bot; new bot form; tint; messages log; one-mouth composer with @-mention autocomplete; grove/habitat chrome; ⌘N; rally-all + stop·pull.,Empty bots; long names; unknown @token.,SUITE-BOT-UI-001: select console; create bot; parseMention/@all; Linear-bar density; see qa/monorepo-test-cases.csv,Tested,0,high,Apps/Linear. P0 @mention+rally on feat/monorepo-public. Report UI defects → Apps.,2026-09-26
BOT-UI-002,Grove / habitat chrome in bot UI,As an operator I see place navigation chrome in the launcher.,paintGrove/goPlace/paintTree/setMascot in index.html; stages as host chrome mirroring habitat metaphor.,Unknown place.,SUITE-BOT-UI-002: goPlace updates; mascot states; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Must not fork kit constants — compare to kit stage ids. · Apps fixed a34f103; Phase5 regress green.,2026-09-25
BOT-ENG-001,Python console program engine,As the bot CLI/UI I run the same program set as cards.,engine.py programs: now todo plan brief look pgeon refine turn save compound qa ralph help offline wake clear; schedule/blockers; stream keep.,State file corruption.,SUITE-BOT-ENG-001: cmd-smoke programs; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Parity with console plugins — drift = defect report. · Apps fixed a34f103; Phase5 regress green.,2026-09-25
BOT-TEAM-001,Teammates local/remote/codex,As an operator I create a teammate on a computer I choose.,computer local|remote|codex; remote opt-in via MININJA_CLOUD_HOST + related env; no secrets hardcoded; state in ~/Library/Application Support/MininjaBot or MININJA_DATA.,Remote unset; codex missing.,SUITE-BOT-TEAM-001: local create; remote refused without env; see qa/monorepo-test-cases.csv,Tested,0,high,Apps.,2026-09-25
BOT-TEAM-002,Task run + stop + SSE events,As an operator I start/stop teammate tasks and watch events.,start_task builds grok/cloud/codex cmd; ingest_event; finish_run; SSE broadcast; stop_bot; retarget_task; rally_all; MAX_PARALLEL=4 refuse silent double-assign unless retarget.,Process crash; queue full; already working; rally skips busy pals.,SUITE-BOT-TEAM-002: start/stop/retarget/rally; SSE hello+ping; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. P0 rally/retarget APIs.,2026-09-26
BOT-SEED-001,Seed pages catalog,As an operator seed scripts catalog public docs.,seed/pages.txt + scripts/seed.py/seed-diff; snapshots not vendored.,Missing pages.,SUITE-BOT-SEED-001: pages.txt parse; see qa/monorepo-test-cases.csv,Tested,0,low,Apps tooling.,2026-09-25
SCR-SIM-001,sim-grid-habitat lock,As a maintainer I lock geometry/motion/garden numbers.,scripts/sim-grid-habitat.py writes sim-grid-habitat-report.json; cross-checks kit.,Doc inventing numbers.,SUITE-SCR-SIM-001: report matches kit geometry/motion; see qa/monorepo-test-cases.csv,Tested,0,high,Kit-facing validation.,2026-09-25
CI-KIT-001,GitHub Actions kit-qa,As a maintainer PRs run check-consumers + kit qa tests.,.github/workflows/kit-qa.yml Node 22; push+PR; no app install matrix.,Deleted workflow.,SUITE-CI-KIT-001: workflow steps present; see qa/monorepo-test-cases.csv,Tested,0,high,Same as KIT-VAL-003.,2026-09-25
DOC-README-001,Root README product entry,As a stranger I understand Mininja mark + ports ladder from README.,README shows lockup; points kit/adapters/examples/console; mascot unnamed; no Casque; no mp4 embed on tip.,Invented constants.,SUITE-DOC-README-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,high,Brand surface.,2026-09-25
DOC-BRAND-001,BRAND + BRAND-RULES positioning,As a brand reproducer I follow Apple-of-Terminal-Buddies rules.,BRAND.md positioning; BRAND-RULES clearspace/min-size/mood UI-only; unnamed mascot; kit pointers.,Parallel number tables.,SUITE-DOC-BRAND (Casque-negation PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,high,Docs.,2026-09-25
DOC-PORT-001,PORTING mental model,As a porter I follow mark→faces→scoot→scene + presence seams.,PORTING.md ladder; facing-wins; adapters map; presence roster; recipes later plate kept in graph.,Claiming scene required for first face.,SUITE-DOC-PORT-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,high,Docs/Ports.,2026-09-25
DOC-GRAPH-001,System graph mark↔habitat↔garden↔recipes,As a maintainer the standing graph stays connected.,GARDEN growth overlay; SCENERY habitat chrome; RECIPES later plate vocabulary seams; TERMINAL-MOTION; STYLEGUIDE; CONSTRUCTION; TRADEMARK; HABITAT-PORT; CHANGELOG — all narrate kit SoT; recipes not orphaned.,Orphaning recipe seams; dual STAGE_SEED claims.,SUITE-DOC-GRAPH-001 (PASS 2026-09-25); see qa/monorepo-test-cases.csv,Tested,0,critical,Standing CoS graph.,2026-09-25
DOC-ASSETS-001,Brand visual assets,As a designer I use assets/visuals sheets.,expression-sheet construction clearspace minimum-size monochrome-vs-mood stage-strip terminal-motion donts (+png/svg); console-scenery-banner.jpg.,Assets contradicting kit numbers.,SUITE-DOC-ASSETS-001: files exist; spot-check vs kit; see qa/monorepo-test-cases.csv,Tested,0,medium,Brand.,2026-09-25
KIT-VAL-004,check-consumers look-ahead closed-set,As a maintainer I need the consumer gate to reject any banner viewW*<n> look-ahead outside kit cameraLookAheadRight/Left.,check-consumers collects every viewW*<n> literal in banner.tsx; each must be kit cameraLookAheadRight or Left; missing either kit ratio fails.,Legacy 0.35 dual; only one of Right/Left present; no viewW* literals.,TC-KIT-VAL-004a; TC-KIT-VAL-004b; SUITE-PHASE6,Tested,0,high,Phase 6 rediscovery. Strengthens KIT-VAL-001. Tip a34f103 + QA gate.,2026-09-25
